killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
M16A4,chldntjr,4,630518.9,339483.3,ERANGEL,2U4GBNA0YmlgZcpI9z0ivdcNKGLgY-gSoEy-60lUJKib4lvVAlXmQiabya_94Myl,1378,Parcy_1120,6,630836.2,339477.5
M416,Parcy_1120,6,623314.9,347624.9,ERANGEL,2U4GBNA0YmlgZcpI9z0ivdcNKGLgY-gSoEy-60lUJKib4lvVAlXmQiabya_94Myl,1304,spriteLZJ,13,630283.9,335968
M416,XiaoSheng32,7,657277.8,484043.1,ERANGEL,2U4GBNA0YmlgZcpI9z0ivdcNKGLgY-gSoEy-60lUJKib4lvVAlXmQiabya_94Myl,1079,Blei1945,15,658303.5,481860
Mini 14,TheLegendofAres,1,670037.3,321847.2,ERANGEL,2U4GBNA0YmlgZcpI9z0ivdcNKGLgY-gSoEy-60lUJKib4lvVAlXmQiabya_94Myl,1696,chldntjr,4,661075,332462.9
Grenade,Billrest,1,671442.4,323452.7,ERANGEL,2U4GBNA0YmlgZcpI9z0ivdcNKGLgY-gSoEy-60lUJKib4lvVAlXmQiabya_94Myl,1730,Zzouxiu,2,676776.9,325199.8
SCAR-L,sheepzeroone,14,413721.3,343153.2,ERANGEL,2U4GBNA0YmlgZcpI9z0ivdcNKGLgY-gSoEy-60lUJKib4lvVAlXmQiabya_94Myl,1078,VictoryZeng,14,413974.2,343126.9
Down and Out,TheLegendofAres,1,665464.3,321020.2,ERANGEL,2U4GBNA0YmlgZcpI9z0ivdcNKGLgY-gSoEy-60lUJKib4lvVAlXmQiabya_94Myl,1549,bingtian1234,7,660837.9,332522.7
Bluezone,,,,,ERANGEL,2U4GBNA0YmlgZcpI9z0ivdcNKGLgY-gSoEy-60lUJKib4lvVAlXmQiabya_94Myl,1414,Gannidayed,8,0,0
Down and Out,Zengyangji,2,669586.9,345133.9,ERANGEL,2U4GBNA0YmlgZcpI9z0ivdcNKGLgY-gSoEy-60lUJKib4lvVAlXmQiabya_94Myl,1893,Billrest,,670509,343006.4
P1911,ZTM66,2,631495.6,371675.1,ERANGEL,2U4GBNA0YmlgZcpI9z0ivdcNKGLgY-gSoEy-60lUJKib4lvVAlXmQiabya_94Myl,125,ReNiMa1124,27,0,0
Crossbow,Zengyangji,2,624864.9,376369.5,ERANGEL,2U4GBNA0YmlgZcpI9z0ivdcNKGLgY-gSoEy-60lUJKib4lvVAlXmQiabya_94Myl,306,ROYWAN,22,623634.2,378578.5
Drown,,,,,ERANGEL,2U4GBNA0YmlgZcpI9z0ivdcNKGLgY-gSoEy-60lUJKib4lvVAlXmQiabya_94Myl,294,Any_Randoms,24,0,0
SCAR-L,ShengDii,11,630978.2,305010.6,ERANGEL,2U4GBNA0YmlgZcpI9z0ivdcNKGLgY-gSoEy-60lUJKib4lvVAlXmQiabya_94Myl,1054,BaLi58680700,16,631186.4,307841.9
M16A4,Zengyangji,2,623697.8,378482.9,ERANGEL,2U4GBNA0YmlgZcpI9z0ivdcNKGLgY-gSoEy-60lUJKib4lvVAlXmQiabya_94Myl,331,K-SOL,22,623264.8,378570.6
SCAR-L,ShengDii,11,630808.9,306388.1,ERANGEL,2U4GBNA0YmlgZcpI9z0ivdcNKGLgY-gSoEy-60lUJKib4lvVAlXmQiabya_94Myl,1368,HoangTeo,5,630415.1,306232.7
S686,mucidie,20,380200.6,117534.5,ERANGEL,2U4GBNA0YmlgZcpI9z0ivdcNKGLgY-gSoEy-60lUJKib4lvVAlXmQiabya_94Myl,540,jun1ge2ge,16,380389.3,116236.1
Down and Out,ZTM66,2,623077.8,378936.3,ERANGEL,2U4GBNA0YmlgZcpI9z0ivdcNKGLgY-gSoEy-60lUJKib4lvVAlXmQiabya_94Myl,331,NAMEGAI,22,623371.2,378990.3
Down and Out,ShengDii,11,656627,329441.1,ERANGEL,2U4GBNA0YmlgZcpI9z0ivdcNKGLgY-gSoEy-60lUJKib4lvVAlXmQiabya_94Myl,789,chijibajinwan,19,647112.4,319875.2
Bluezone,chldntjr,4,660541.6,332189.4,ERANGEL,2U4GBNA0YmlgZcpI9z0ivdcNKGLgY-gSoEy-60lUJKib4lvVAlXmQiabya_94Myl,1634,RIVER_MOUNTAIN,4,648738.1,323338.9
Down and Out,,,,,ERANGEL,2U4GBNA0YmlgZcpI9z0ivdcNKGLgY-gSoEy-60lUJKib4lvVAlXmQiabya_94Myl,1081,nioloo,14,425876.2,338656.7
M416,GetUrAssUP,19,701816.4,341075.1,ERANGEL,2U4GBNA0YmlgZcpI9z0ivdcNKGLgY-gSoEy-60lUJKib4lvVAlXmQiabya_94Myl,141,shaoyaning,25,702789.3,341418.1
M416,Billrest,1,681006.6,266197.9,ERANGEL,2U4GBNA0YmlgZcpI9z0ivdcNKGLgY-gSoEy-60lUJKib4lvVAlXmQiabya_94Myl,1283,TongTongdie,12,681887.4,266265.3
Kar98k,DYHQAQ16,23,340989.2,173013.1,ERANGEL,2U4GBNA0YmlgZcpI9z0ivdcNKGLgY-gSoEy-60lUJKib4lvVAlXmQiabya_94Myl,138,hi-bin,27,338150.3,174842.3
Down and Out,Head_Leader,5,629671.9,306052.5,ERANGEL,2U4GBNA0YmlgZcpI9z0ivdcNKGLgY-gSoEy-60lUJKib4lvVAlXmQiabya_94Myl,1348,TOPLZZ666,11,629722,306424.1
M416,bingtian1234,7,646885.8,472573.8,ERANGEL,2U4GBNA0YmlgZcpI9z0ivdcNKGLgY-gSoEy-60lUJKib4lvVAlXmQiabya_94Myl,992,Ares_baba,15,649464.9,471264.2
Down and Out,Zzouxiu,2,694348.9,274561.9,ERANGEL,2U4GBNA0YmlgZcpI9z0ivdcNKGLgY-gSoEy-60lUJKib4lvVAlXmQiabya_94Myl,1313,coco5201314,12,682692.4,259068.3
M416,TheLegendofAres,1,676792.9,258713.8,ERANGEL,2U4GBNA0YmlgZcpI9z0ivdcNKGLgY-gSoEy-60lUJKib4lvVAlXmQiabya_94Myl,1325,Aenshabi,12,680855.2,257945
SCAR-L,Nkemd,1,668607.4,340926.7,ERANGEL,2U4GBNA0YmlgZcpI9z0ivdcNKGLgY-gSoEy-60lUJKib4lvVAlXmQiabya_94Myl,1894,Zengyangji,2,669499.5,345034.9
S686,DYHQAQ16,23,341647.6,173136.9,ERANGEL,2U4GBNA0YmlgZcpI9z0ivdcNKGLgY-gSoEy-60lUJKib4lvVAlXmQiabya_94Myl,141,hi-zeng,27,342197.5,176015.4
S12K,VictoryZeng,14,204357,269828.8,ERANGEL,2U4GBNA0YmlgZcpI9z0ivdcNKGLgY-gSoEy-60lUJKib4lvVAlXmQiabya_94Myl,462,Sorrow-Jinx,21,204440,269562.4
Down and Out,DYHQAQ16,23,340156.3,173019.3,ERANGEL,2U4GBNA0YmlgZcpI9z0ivdcNKGLgY-gSoEy-60lUJKib4lvVAlXmQiabya_94Myl,141,AK774,27,340352.5,174132.2
UMP9,shenyun10,3,629894.6,610662.1,ERANGEL,2U4GBNA0YmlgZcpI9z0ivdcNKGLgY-gSoEy-60lUJKib4lvVAlXmQiabya_94Myl,223,kingcvc,24,629581.8,612814.4
AKM,chldntjr,4,651447.6,335092.9,ERANGEL,2U4GBNA0YmlgZcpI9z0ivdcNKGLgY-gSoEy-60lUJKib4lvVAlXmQiabya_94Myl,1606,DNBJSAK,5,648692.8,323428.7
S12K,Wspppppp,14,193512.2,269070.6,ERANGEL,2U4GBNA0YmlgZcpI9z0ivdcNKGLgY-gSoEy-60lUJKib4lvVAlXmQiabya_94Myl,375,Assassin_1024,8,194554.3,266758
Down and Out,Xzllja_666,20,335988.9,159919,ERANGEL,2U4GBNA0YmlgZcpI9z0ivdcNKGLgY-gSoEy-60lUJKib4lvVAlXmQiabya_94Myl,302,Lin9696,23,336225.6,159489.5
M16A4,Xzllja_666,20,335975.6,159918.8,ERANGEL,2U4GBNA0YmlgZcpI9z0ivdcNKGLgY-gSoEy-60lUJKib4lvVAlXmQiabya_94Myl,302,Wrysunny_H,23,336151.3,159172.1
Down and Out,Zengyangji,2,669760.9,345170.5,ERANGEL,2U4GBNA0YmlgZcpI9z0ivdcNKGLgY-gSoEy-60lUJKib4lvVAlXmQiabya_94Myl,1841,Nick-Boos-77,3,667602.7,344876.3
M16A4,Astro13,4,362032.3,492494.5,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,1431,Gurney_H,14,365512.2,487969.1
Vector,Haterage666,2,360755.1,500984.3,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,1344,RockSta12,20,360836.7,501181.2
S12K,nimeishuixing,65,449677.2,629309.4,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,79,BergsOne,93,450820.8,629291.3
M249,Mollyandy,1,377049.6,502648.5,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,1840,Haterage666,2,375852.6,503594.5
M249,Qaeda_JinAn,6,443902.3,604027.8,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,687,xillarz,39,438412.8,622928.6
Punch,xuezhinaiwolaopo,17,270331.2,146261.6,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,142,ZOMBIEPUGGLE,94,0,0
S1897,BigDaddy2424,11,402255.9,403496.1,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,562,DeplorableChuey,45,402541.6,404080.1
S12K,Greggoms,35,374216.5,358250.3,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,418,Jtelservic,52,373899.5,358544.7
Punch,xuezhinaiwolaopo,17,268619.8,143728.7,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,118,blakers99,94,0,0
Punch,xuezhinaiwolaopo,17,270387.3,144419.3,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,127,SPRYTE12,94,0,0
M416,Mollyandy,1,420673.8,324298.3,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,295,MTr3nch,60,420381.9,324267.7
M416,Mollyandy,1,379107.1,488615.2,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,1561,RedCat314,7,379184.4,492867.6
Punch,xuezhinaiwolaopo,17,270867.1,144932.5,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,132,SnowyBlueNuts,82,270904.9,145002.7
AKM,gaogebangbangda,13,487034.7,346530.1,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,150,Passionfruitxx,75,486873.3,346354.3
M16A4,DMCHWR,29,465575.5,641788.9,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,307,McRob,59,465662.3,640052.9
M416,Soju-and-beer,9,341366.6,442691.1,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,1278,Eastern-Wind,22,337842.8,444772.2
Falling,,,,,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,170,BarKLoO,68,546085.3,629998.1
Punch,Cole_Summers,74,481810.5,653217.2,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,74,Doibi,94,481868.3,653163.4
S12K,Greggoms,35,374088.2,358447.1,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,621,quea,41,374442.3,359005.2
AKM,Eastern-Wind,22,343551,315068.8,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,168,RadnomWasTaken,69,342808.2,315853
M16A4,CrazyRyan090909,24,340449.6,220567.1,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,426,NitrousParrot,51,337761.3,219331.8
M16A4,CrazyRyan090909,24,313648.6,272667.7,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,691,Friedbunnies,38,323896.7,283767.7
Tommy Gun,PORS90,73,337159.3,169561.4,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,132,Sheenbean,83,337671,168749.9
Kar98k,TorontoKobe,3,231256.5,352198.8,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,1109,Cryil,27,224386.5,363908.9
Bluezone,,,,,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,1766,TorontoKobe,3,394950.4,504102.5
AKM,Sususssssss,57,447936.6,629504,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,289,Huuuey,62,448008.4,630008.4
M416,crazynie,23,349436.9,305512.3,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,484,THUG-_LIFE,49,349319.6,305605.3
R1895,y1ys,36,373168.3,416430.3,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,106,JustinTortilla,88,372826.5,415901.5
S686,McRob,59,464146.6,649737.8,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,146,Chipz-Ahoy,77,464000.3,649945.7
UMP9,Soju-and-beer,9,361113.2,402916.8,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,393,Magv,53,360315.3,402244.6
Mini 14,xu1030567596,26,345270.7,558819.7,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,1094,Di1doswaggins,28,334461.8,548810.3
P92,Di1doswaggins,28,413968.3,481765.1,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,106,GraveDead,89,414045.6,481614.7
M16A4,DMCHWR,29,348641.3,562718.6,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,955,TheJBendy,30,345389.6,559580.1
P92,BigDaddy2424,11,463970,422885.9,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,280,Chronic0390,63,463427,423607.3
M16A4,DMCHWR,29,465957.2,643816.3,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,152,Cole_Summers,74,467661.6,643738.7
P92,Mollyandy,1,421166.3,324048.3,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,208,KaiXuanChan,66,420901.9,324182.6
AKM,BigDaddy2424,11,358642.3,514549.3,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,1410,Szaboa,15,357470,514735.1
M416,Mollyandy,1,375062.8,487148.8,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,1540,thebmw37,10,385524.5,493239.1
S686,y1ys,36,365827.8,407335.8,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,381,Braydogg,54,366291.8,407538.2
M16A4,Friedbunnies,38,337757.3,171029.1,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,155,PORS90,73,337474.6,171773.8
M16A4,DMCHWR,29,465919.2,643887.6,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,165,Modadadepressao,71,467813.6,644126.6
Hit by Car,Eastern-Wind,22,349965.9,363154.1,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,795,Greggoms,35,349900.2,363767.7
S12K,Greggoms,35,374048.7,358941.6,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,521,Rezorok,46,374362.3,358843.8
Punch,xuezhinaiwolaopo,17,270690.2,146085.2,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,138,Plasmafer,94,0,0
M249,Qaeda_JinAn,6,369139.9,520514.1,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,1533,BigDaddy2424,11,362550.9,519501.2
S686,Soju-and-beer,9,364917.3,410269.4,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,755,y1ys,36,364915,409870.4
AKM,Eastern-Wind,22,338953.6,447491.2,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,1154,CrazyRyan090909,24,337947.9,445227.3
M416,Zeratal,5,394933.8,500455,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,1550,Soju-and-beer,9,395422.9,499973.9
S686,wanglongzhang,48,432187.7,634345.1,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,168,JokerQc,70,432791.7,634515.2
Motorbike,clyow,58,515269.1,439420.9,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,337,clyow,58,515269.1,439420.9
AKM,xillarz,39,438779.8,619693.9,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,612,Dofigalo,43,438139,622434.3
SKS,Haterage666,2,391306.5,507907.6,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,1687,Astro13,4,379361.4,497741.8
Vector,Haterage666,2,391415.6,507754.9,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,1675,Zeratal,5,392107.7,504972.6
Falling,MasterReefer,78,431960.3,626760.4,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,83,Cudderson,92,434777.3,627182.8
P1911,BABYNATER,55,366095.2,405888.5,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,149,HJDADDY,76,366256.5,405494.7
M416,Chappo51,12,403253.2,448584.1,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,1332,SandNiger,21,403358.2,447498.9
M416,crazynie,23,349541.1,305522.5,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,508,alubany,47,349151.6,305791.4
AKM,Braydogg,54,366425.2,406408.2,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,369,BABYNATER,55,367035.5,407197.2
Bluezone,,,,,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,1401,Opppppppppps,92,0,0
S1897,AGHoward,32,321276.3,456062.3,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,801,LDS_Bacon,34,320782.2,455751.1
S686,Modadadepressao,71,469071.2,639560.4,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,136,NYPBLounge1,81,469250.1,639545.1
M16A4,Astro13,4,317669,453592.1,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,1138,YourLordJesus,25,317351.7,453777.8
Kar98k,TorontoKobe,3,368254.9,525253.6,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,1629,Qaeda_JinAn,6,370188.9,520190.6
SCAR-L,JokerQc,70,431266.7,628560.4,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,142,MasterReefer,78,431258.8,628878
M16A4,CrazyRyan090909,24,359971.3,216834.2,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,203,SnmGx,67,360072.4,216196.9
Bluezone,,,,,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,1366,hjgdfjdsagf,39,0,0
Punch,BarKLoO,68,550561.5,629399.8,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,89,Happ-,91,550645.2,629338.9
M249,Qaeda_JinAn,6,339789.5,550888.2,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,1127,xu1030567596,26,338591.6,552104.6
SCAR-L,Di1doswaggins,28,333901.1,530278.7,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,564,heybibIee,44,333748.3,530130.7
M16A4,thebmw37,10,385883.6,488986.2,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,1484,Chappo51,12,385767.5,488764.5
AKM,gaogebangbangda,13,464863.7,311547.6,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,618,9494liang,42,464659.8,312246.8
Falling,,,,,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,877,KinksterWZ,31,397867.8,470764
UMP9,YourLordJesus,25,320905.6,455035,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,858,AGHoward,32,321542.1,455246.5
SKS,Haterage666,2,360766.7,501083.8,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,1380,xuezhinaiwolaopo,17,364112.3,493777.8
Falling,xu1030567596,26,423522.6,625389.9,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,111,weisir1812,87,423360,625155.9
Hit by Car,xianghf88,33,552160.8,571285.6,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,809,xianghf88,33,552160.8,571285.6
Vector,Eastern-Wind,22,348800,301766.9,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,706,ilovetianbao,37,347911.3,300932.8
S686,xillarz,39,446428.2,629269.4,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,343,Sususssssss,57,446835.6,629618
AKM,xillarz,39,440855.5,619825.3,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,489,wanglongzhang,48,436895.6,620073.8
M416,McRob,59,465509.8,641477.7,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,291,h352888,61,465671.8,640016.4
M249,Qaeda_JinAn,6,363034.8,518995.6,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,1482,gaogebangbangda,13,377986.1,511176.8
Vector,Haterage666,2,336535.3,491207.2,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,1224,crazynie,23,335666.3,491768.6
Mini 14,xu1030567596,26,344602.1,558812.9,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,973,DMCHWR,29,345249.1,559566
AKM,Sususssssss,57,456235.5,629526.3,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,91,YTCGX,90,455238.6,629666.2
SCAR-L,Di1doswaggins,28,392332.8,471855.6,ERANGEL,2U4GBNA0YmmdnJfQx6BqNXgpKA_JGHH01KWQT-sJ1kqCDpRznnSVpJfNI6c6J0Ca,433,dh3696100,50,388890.7,473273
